doco;dcto;pf_list;mcu_list
25182352;CO;PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896;MI01,MI01,MI01,MI01,MI01,MI01,MI01
25182505;CO;PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002;MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04
25182530;CO;PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483;MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01
25182689;CO;PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25182725;CO;PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33
25183090;CO;PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25183149;CO;PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624;MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25183501;CO;PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245;MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01
25183503;CO;PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308;MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33
25183569;CO;PF0853, PF0854, PF0855, PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25183572;CO;PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25183616;CO;PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018;MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10
25183825;CO;PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907, PF0916, PF0931, PF0939, PF0948, PF0949, PF0952;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI33,MI01
25185663;CO;PF0870, PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886, PF0888, PF0889, PF0890, PF0891, PF0892, PF0893, PF0895, PF0896, PF0902, PF0905, PF0907;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25185884;CO;PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01
25185887;CO;PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01
25186213;CO;PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584;MI04,MI40,MI02,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01
25186497;CO;PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01
25186498;CO;PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01
25497271;CA;PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF0986, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF0998, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308;MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI01,MI10,MI02,MI04,MI40,MI02,MI10,MI10,MI22,MI33,MI33,MI01,MI33,MI01,MI33
25498266;CA;PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288;MI02,MI10,MI22,MI01,MI33,MI01,MI33
25498779;CA;PF0624, PF0686;MI01,MI33
25498968;CA;PF0949, PF0952, PF0953, PF0954, PF0955, PF0956, PF0957;MI33,MI01,MI01,MI33,MI01,MI01,MI01
25498994;CA;PF1005, PF1006, PF1007;MI40,MI33,MI33
25499121;CA;PF1010, PF1011, PF1012, PF1013, PF1015;MI22,MI33,MI10,MI33,MI04
25499262;CA;PF0415;MI33
25499286;CA;PF0756, PF0757, PF0765;MI01,MI33,MI01
25499662;CA;PF0778, PF0779, PF0780, PF0781, PF0782;MI01,MI01,MI33,MI01,MI01
25499707;CA;PF0952, PF0953, PF0954, PF0955, PF0956, PF0957, PF0958;MI01,MI01,MI01,MI33,MI01,MI01,MI01
25503154;CA;PF0955, PF0956, PF0189, PF0957, PF0958;MI01,MI01,MI33,MI01,MI01
25504252;CA;PF0907;MI33
25556484;CA;PF0766, PF0775, PF0776, PF0777, PF1001, PF0778, PF0779, PF0780, PF0781;MI01,MI01,MI01,MI01,MI02,MI01,MI01,MI01,MI01
25710001;CA;PF0793, PF0794, PF0189, PF0798, PF0289, PF0811;MI01,MI01,MI33,MI01,MI33,MI01
25710002;CA;PF0794, PF0798, PF0289, PF0811;MI01,MI01,MI33,MI01
25710003;CA;PF0798, PF0811, PF0525, PF0817, PF0986, PF0827, PF0998, PF0833;MI01,MI01,MI01,MI33,MI01,MI01,MI10,MI01
25710004;CA;PF0811, PF0817, PF0986, PF0827, PF0998, PF0833, PF1001, PF0850, PF1009, PF0853;MI01,MI33,MI01,MI01,MI10,MI01,MI02,MI01,MI04,MI01
25710011;CA;PF0855, PF0870, PF0873, PF0875, PF0876, PF0880;MI01,MI01,MI01,MI33,MI01,MI01
25710012;CA;PF0870, PF0873, PF0875, PF0876;MI01,MI33,MI33,MI01
25710013;CA;PF0873, PF0875, PF0876, PF0880, PF0881, PF0882, PF0883, PF0886;MI01,MI01,MI33,MI01,MI33,MI01,MI33,MI01
25710014;CA;PF0875, PF0876, PF0880, PF0881, PF0882;MI01,MI33,MI01,MI33,MI01
25710015;CA;PF0876, PF0880, PF0881;MI01,MI33,MI01
25820001;CA;PF0954, PF0955, PF0956, PF0957, PF0525, PF0958, PF0959, PF0960, PF0986, PF0961, PF0962, PF0963;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25820002;CA;PF0955, PF0956, PF0957, PF0958, PF0959, PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984;MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01
25820003;CA;PF0956, PF0957, PF0998, PF0958, PF0959, PF1001, PF0960, PF0961, PF1009, PF0962, PF0963, PF1014, PF0977, PF0982;MI01,MI01,MI10,MI01,MI01,MI02,MI01,MI01,MI04,MI01,MI01,MI22,MI01,MI01
25820004;CA;PF0957, PF0958, PF0959;MI01,MI33,MI01
25820005;CA;PF0958, PF1009, PF1014, PF0959;MI01,MI04,MI22,MI01
25820006;CA;PF0959, PF0960, PF0961, PF0962, PF0963;MI01,MI01,MI33,MI01,MI01
25820007;CA;PF0960, PF1020, PF0189, PF0289, PF0525, PF0961;MI01,MI33,MI33,MI33,MI01,MI01
25820008;CA;PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984;MI01,MI01,MI01,MI33,MI01,MI01,MI01
25820009;CA;PF0962, PF0963, PF0289, PF0977, PF0982, PF0525, PF0983, PF0984;MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01
25820010;CA;PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997;MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI02,MI04
25820011;CA;PF0977, PF0982, PF0986, PF0983, PF0998, PF0984, PF1001, PF0985, PF1009, PF0995;MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI04,MI01
25820012;CA;PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003;MI01,MI01,MI33,MI01,MI01,MI33,MI04,MI22,MI33,MI04,MI10
25820013;CA;PF0983, PF1001, PF0984, PF1009, PF0985, PF1014, PF1020, PF0995, PF0189, PF0996, PF0289, PF0997;MI01,MI02,MI01,MI04,MI01,MI22,MI33,MI01,MI33,MI02,MI33,MI04
25820014;CA;PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007;MI01,MI01,MI33,MI02,MI33,MI22,MI33,MI04,MI33,MI22,MI33,MI02,MI33
25820015;CA;PF0985, PF1014, PF0995, PF1020, PF0189, PF0996, PF0289, PF0525, PF0997, PF0986, PF0998, PF0999, PF1001, PF1000;MI01,MI22,MI01,MI33,MI33,MI02,MI33,MI01,MI04,MI01,MI10,MI22,MI02,MI40
25820016;CA;PF0995, PF0996, PF0997;MI01,MI33,MI04
25820017;CA;PF0996, PF0189, PF0289, PF0997;MI02,MI33,MI33,MI04
25820018;CA;PF0997, PF0999, PF1000, PF1002, PF1003;MI04,MI33,MI33,MI33,MI10
25820019;CA;PF0999, PF0525, PF0986, PF0998, PF1001, PF1000;MI22,MI01,MI01,MI10,MI02,MI40
25820020;CA;PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007;MI40,MI04,MI10,MI33,MI40,MI02,MI33
25820021;CA;PF1002, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF1003;MI04,MI10,MI02,MI04,MI22,MI33,MI33,MI10
25820022;CA;PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012;MI10,MI22,MI40,MI02,MI01,MI01,MI22,MI40,MI10
25820023;CA;PF1004, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1005;MI22,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI40
25820024;CA;PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017;MI40,MI33,MI33,MI33,MI22,MI33,MI10,MI33,MI04,MI33,MI02
25820025;CA;PF1006, PF1007, PF1008, PF1010, PF1020, PF1011, PF1012, PF1013, PF0189, PF1015, PF1016, PF1017;MI02,MI33,MI01,MI22,MI33,MI40,MI10,MI02,MI33,MI04,MI40,MI02
25820026;CA;PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227;MI33,MI01,MI22,MI40,MI10,MI02,MI33,MI40,MI02,MI10,MI22,MI33,MI33
25820027;CA;PF1008, PF1010, PF0289, PF1011, PF1012, PF0525, PF1013, PF1015, PF0986, PF1016, PF1017, PF0998, PF1018, PF1019;MI01,MI22,MI33,MI40,MI10,MI01,MI02,MI04,MI01,MI40,MI02,MI10,MI10,MI22
25820028;CA;PF1010, PF1011, PF1012;MI22,MI33,MI10
25820029;CA;PF1011, PF0986, PF0998, PF1012;MI40,MI01,MI10,MI10
25820030;CA;PF1012, PF1013, PF1015, PF1016, PF1017;MI10,MI02,MI33,MI40,MI02
25820031;CA;PF1013, PF1001, PF1009, PF1014, PF1020, PF1015;MI02,MI02,MI04,MI22,MI33,MI04
25820032;CA;PF1015, PF1016, PF1017, PF1018, PF1019, PF0192, PF0227;MI04,MI40,MI33,MI10,MI33,MI33,MI33
25820033;CA;PF1016, PF1017, PF1014, PF1018, PF1019, PF1020, PF0192, PF0227;MI40,MI02,MI22,MI10,MI22,MI33,MI33,MI33
25820034;CA;PF1017, PF1018, PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308;MI02,MI33,MI22,MI01,MI01,MI01,MI01,MI33,MI33
25820035;CA;PF1018, PF1019, PF0189, PF0192, PF0289, PF0227, PF0525, PF0245, PF0986, PF0288;MI10,MI22,MI33,MI33,MI33,MI33,MI01,MI01,MI01,MI33
25820036;CA;PF1019, PF0192, PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415;MI22,MI33,MI33,MI01,MI33,MI33,MI33,MI01,MI01,MI33,MI33
25820037;CA;PF0192, PF0525, PF0227, PF0986, PF0245, PF0998, PF1001, PF0288, PF1009, PF0301, PF1014, PF0308;MI33,MI01,MI33,MI01,MI01,MI10,MI02,MI33,MI04,MI01,MI22,MI33
25820038;CA;PF0227, PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526;MI33,MI01,MI33,MI33,MI33,MI01,MI33,MI33,MI33,MI33,MI33,MI01,MI01
25820039;CA;PF0245, PF0998, PF0288, PF1001, PF1009, PF0301, PF1014, PF1020, PF0308, PF0189, PF0289, PF0360, PF0525, PF0361;MI01,MI10,MI33,MI02,MI04,MI01,MI22,MI33,MI33,MI33,MI33,MI01,MI01,MI01
25820040;CA;PF0288, PF0301, PF0308;MI33,MI33,MI33
25930001;CS;PF0245, PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526;MI01,MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01
25930002;CS;PF0288, PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533;MI33,MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01
25930003;CS;PF0301, PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584;MI01,MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01
25930004;CS;PF0308, PF0360, PF0361, PF0413, PF0415, PF0483, PF0488, PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686;MI33,MI01,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930005;CS;PF0360;MI01
25930006;CS;PF0361, PF0413;MI01,MI33
25930007;CS;PF0413, PF0415, PF0483;MI33,MI33,MI01
25930008;CS;PF0415, PF0483, PF0488, PF0524;MI33,MI01,MI33,MI01
25930009;CS;PF0483, PF0488, PF0524, PF0526, PF0530;MI01,MI33,MI01,MI01,MI01
25930010;CS;PF0488, PF0524, PF0526, PF0530, PF0533, PF0582;MI33,MI01,MI01,MI01,MI01,MI01
25930011;CS;PF0524, PF0526, PF0530, PF0533, PF0582, PF0584, PF0624;MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930012;CS;PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930013;CS;PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930014;CS;PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930015;CS;PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930016;CS;PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930017;CS;PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720, PF0721, PF0722;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930018;CS;PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720, PF0721, PF0722, PF0724, PF0728;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930019;CS;PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720, PF0721, PF0722, PF0724, PF0728, PF0756, PF0757;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930020;CS;PF0702;MI01
25930021;CS;PF0703, PF0704;MI01,MI01
25930022;CS;PF0704, PF0705, PF0706;MI01,MI01,MI01
25930023;CS;PF0705, PF0706, PF0707, PF0719;MI01,MI01,MI01,MI01
25930024;CS;PF0706, PF0707, PF0719, PF0720, PF0721;MI01,MI01,MI01,MI01,MI01
25930025;CS;PF0707, PF0719, PF0720, PF0721, PF0722, PF0724;MI01,MI01,MI01,MI01,MI01,MI01
25930026;CS;PF0719, PF0720, PF0721, PF0722, PF0724, PF0728, PF0756;MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930027;CS;PF0720, PF0721, PF0722, PF0724, PF0728, PF0756, PF0757, PF0765;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930028;CS;PF0721, PF0722, PF0724, PF0728, PF0756, PF0757, PF0765, PF0766, PF0775;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930029;CS;PF0722, PF0724, PF0728, PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25930030;CS;PF0724, PF0728, PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25656234;SO;PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01
25656235;SO;PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785, PF0786, PF0793, PF0794, PF0798, PF0811, PF0817, PF0827, PF0833, PF0850, PF0853, PF0854, PF0855, PF0870;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25656706;SO;PF0526, PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720, PF0721, PF0722, PF0724, PF0728, PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25656707;SO;PF0530, PF0533, PF0582, PF0584, PF0624, PF0686, PF0687, PF0702, PF0703, PF0704, PF0705, PF0706, PF0707, PF0719, PF0720, PF0721, PF0722, PF0724, PF0728, PF0756, PF0757, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF0779, PF0780;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
25658262;SO;PF0960, PF0961, PF0962, PF0963, PF0977, PF0982, PF0983, PF0984, PF0985, PF0995, PF0996, PF0997, PF0999, PF1000, PF1002, PF1003, PF1004, PF1005, PF1006, PF1007, PF1008, PF1010, PF1011, PF1012, PF1013, PF1015, PF1016, PF1017, PF1018, PF1019;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI02,MI04,MI22,MI40,MI04,MI10,MI22,MI40,MI02,MI33,MI01,MI22,MI40,MI10,MI02,MI04,MI40,MI02,MI10,MI22
27000001;CA;PF0706, PF0986, PF0998, PF0707, PF1001, PF1009, PF1014, PF0719, PF1020, PF0189, PF0289, PF0720, PF0525, PF0986, PF0721, PF0998, PF1001, PF1009, PF0722, PF1014, PF1020, PF0189, PF0724, PF0289, PF0525, PF0728;MI01,MI01,MI10,MI01,MI02,MI04,MI22,MI01,MI33,MI33,MI33,MI01,MI01,MI01,MI01,MI10,MI02,MI04,MI01,MI22,MI33,MI33,MI01,MI33,MI01,MI01
27000002;CA;PF0707, PF0998, PF1001, PF1009, PF0719, PF1014, PF1020, PF0189, PF0720;MI01,MI10,MI02,MI04,MI01,MI22,MI33,MI33,MI01
27000003;CA;PF0719, PF0720, PF0721, PF1001, PF0722, PF0724, PF1009, PF0728, PF0756, PF0757;MI01,MI01,MI01,MI02,MI01,MI01,MI04,MI01,MI01,MI01
27000004;CA;PF0720, PF0721, PF0722, PF0724, PF0728, PF0756, PF0757, PF1009, PF0765, PF0766, PF0775, PF0776, PF0777, PF0778, PF1014, PF0779, PF0780, PF0781, PF0782, PF0783, PF0784, PF0785;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI04,MI01,MI01,MI01,MI01,MI01,MI01,MI22,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27000005;CA;PF0721, PF1014, PF0722, PF1020, PF0724, PF0189, PF0728, PF0289, PF0756, PF0525, PF0757;MI01,MI22,MI01,MI33,MI01,MI33,MI01,MI33,MI01,MI01,MI01
27000006;CA;PF0722, PF1020, PF0189, PF0289, PF0724, PF0525, PF0986, PF0998, PF0728, PF1001, PF1009, PF1014, PF0756, PF1020, PF0189, PF0289, PF0757, PF0525, PF0986, PF0998, PF0765, PF1001, PF1009, PF1014, PF0766;MI01,MI33,MI33,MI33,MI01,MI01,MI01,MI10,MI01,MI02,MI04,MI22,MI01,MI33,MI33,MI33,MI01,MI01,MI01,MI10,MI01,MI02,MI04,MI22,MI01
27000007;CA;PF0724, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289;MI01,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33
27000008;CA;PF0728, PF0756, PF0757, PF0289, PF0765, PF0766, PF0525, PF0775, PF0776, PF0986, PF0777, PF0778, PF0998, PF0779, PF0780, PF1001, PF0781, PF0782, PF1009, PF0783, PF0784, PF1014, PF0785, PF0786, PF1020, PF0793, PF0794;MI01,MI01,MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI10,MI01,MI01,MI02,MI01,MI01,MI04,MI01,MI01,MI22,MI01,MI01,MI33,MI01,MI01
27000009;CA;PF0756, PF0757, PF0765, PF0766, PF0525, PF0775, PF0776, PF0777, PF0778;MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01,MI01
27000010;CA;PF0757, PF0765, PF0986, PF0766, PF0998, PF0775, PF1001, PF0776, PF0777, PF1009, PF0778, PF1014, PF0779, PF1020, PF0780, PF0781;MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI01,MI04,MI01,MI22,MI01,MI33,MI01,MI01
27000011;CA;PF0765, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF1014, PF1020;MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI22,MI33
27000012;CA;PF0766, PF0775, PF0776, PF1001, PF0777, PF0778;MI01,MI01,MI01,MI02,MI01,MI01
27000013;CA;PF0775, PF1009, PF1014, PF1020;MI01,MI04,MI22,MI33
27000014;CA;PF0776, PF0777, PF0778, PF1014, PF0779, PF0780, PF1020, PF0781, PF0782, PF0189, PF0783, PF0784, PF0289, PF0785, PF0786, PF0793;MI01,MI01,MI01,MI22,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI33,MI01,MI01,MI01
27000015;CA;PF0777, PF1020, PF0189, PF0289, PF0778, PF0525, PF0986, PF0998, PF0779;MI01,MI33,MI33,MI33,MI01,MI01,MI01,MI10,MI01
27000016;CA;PF0778, PF0189, PF0289, PF0525, PF0986, PF0998, PF1001, PF1009, PF0779, PF1014, PF1020, PF0189, PF0289, PF0525, PF0986, PF0998, PF0780;MI01,MI33,MI33,MI01,MI01,MI10,MI02,MI04,MI01,MI22,MI33,MI33,MI33,MI01,MI01,MI10,MI01
27000017;CA;PF0779, PF0289, PF0780, PF0525, PF0781, PF0986, PF0782, PF0998, PF1001, PF0783, PF1009, PF0784, PF1014, PF0785, PF1020, PF0189, PF0786, PF0289, PF0793, PF0525, PF0794, PF0986, PF0998, PF0798, PF1001, PF0811, PF1009, PF0817;MI01,MI33,MI01,MI01,MI01,MI01,MI01,MI10,MI02,MI01,MI04,MI01,MI22,MI01,MI33,MI33,MI01,MI33,MI01,MI01,MI01,MI01,MI10,MI01,MI02,MI01,MI04,MI33
