doco;dcto;nb_pf;nb_pf_ibstkt_m;sqalph;SDADDJ;SDTRDJ;SDNXTR;error_type
27000048;CA;13;8;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27000049;CA;25;10;ARMES COM;;;;ITEM_IS_OBSOLETE
27000050;CA;4;1;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27000051;CA;4;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27000052;CA;23;17;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27000053;CA;20;17;SUDMILK;;;;ITEM_IS_OBSOLETE
27000054;CA;17;3;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27000055;CA;3;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27000056;CA;22;16;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27000057;CA;27;8;ARMES COM;;;;ITEM_IS_OBSOLETE
27000058;CA;16;9;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27000059;CA;27;2;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27000060;CA;21;11;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27000061;CA;24;9;SUDMILK;;;;ITEM_IS_OBSOLETE
27000062;CA;14;10;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27000063;CA;13;9;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27000064;CA;19;16;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27000065;CA;10;8;ARMES COM;;;;ITEM_IS_OBSOLETE
27000066;CA;19;1;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27000067;CA;26;12;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27000068;CA;24;22;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27000069;CA;5;4;SUDMILK;;;;ITEM_IS_OBSOLETE
27000070;CA;24;9;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27000071;CA;6;4;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27000072;CA;8;2;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27000073;CA;28;20;ARMES COM;;;;ITEM_IS_OBSOLETE
27000074;CA;10;7;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27000075;CA;27;26;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27000076;CA;25;12;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27000077;CA;26;19;SUDMILK;;;;ITEM_IS_OBSOLETE
27000078;CA;29;28;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27000079;CA;18;14;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27000080;CA;19;2;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27000081;CA;19;14;ARMES COM;;;;ITEM_IS_OBSOLETE
27000082;CA;8;1;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27000083;CA;16;14;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27000084;CA;4;0;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27000085;CA;9;7;SUDMILK;;;;ITEM_IS_OBSOLETE
27000086;CA;26;23;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27000087;CA;12;6;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27000088;CA;8;5;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27000089;CA;3;0;ARMES COM;;;;ITEM_IS_OBSOLETE
27000090;CA;29;10;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27000091;CA;7;6;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27000092;CA;4;3;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27000093;CA;2;0;SUDMILK;;;;ITEM_IS_OBSOLETE
27000094;CA;27;16;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27000095;CA;5;3;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27000096;CA;17;16;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27000097;CA;8;4;ARMES COM;;;;ITEM_IS_OBSOLETE
27000098;CA;21;9;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27000099;CA;6;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27000100;CA;26;19;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27000101;CA;2;1;SUDMILK;;;;ITEM_IS_OBSOLETE
27000102;CA;22;21;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27000103;CA;26;8;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27000104;CA;25;6;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27000105;CA;17;8;ARMES COM;;;;ITEM_IS_OBSOLETE
27000106;CA;18;2;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27000107;CA;3;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27000108;CA;6;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27000109;CA;3;2;SUDMILK;;;;ITEM_IS_OBSOLETE
27000110;CA;16;6;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27000111;CA;9;8;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27000112;CA;4;2;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27000113;CA;22;9;ARMES COM;;;;ITEM_IS_OBSOLETE
27000114;CA;4;3;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27000115;CA;22;2;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27000116;CA;27;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27000117;CA;20;0;SUDMILK;;;;ITEM_IS_OBSOLETE
27000118;CA;4;2;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27000119;CA;16;9;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27000120;CA;6;1;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27000121;CA;18;14;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000122;CA;14;1;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000123;CA;5;1;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000124;CA;16;4;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000125;CA;9;2;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000126;CA;24;16;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000127;CA;10;9;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000128;CA;14;4;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000129;CA;20;11;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000130;CA;5;0;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000131;CA;17;10;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000132;CA;15;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000133;CA;22;9;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000134;CA;11;3;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000135;CA;23;7;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000136;CA;28;16;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000137;CA;8;5;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000138;CA;5;0;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000139;CA;11;4;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000140;CA;25;7;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000141;CA;7;4;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000142;CA;11;7;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000143;CA;20;14;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000144;CA;7;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000145;CA;19;8;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000146;CA;26;8;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000147;CA;24;20;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000148;CA;8;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000149;CA;20;11;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000150;CA;24;9;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000151;CA;11;2;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000152;CA;7;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000153;CA;28;4;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000154;CA;2;0;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000155;CA;2;1;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000156;CA;12;7;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000157;CA;11;4;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000158;CA;30;0;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000159;CA;7;2;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000160;CA;22;13;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000161;CA;29;23;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000162;CA;27;15;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000163;CA;2;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000164;CA;7;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000165;CA;18;8;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000166;CA;23;4;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000167;CA;17;7;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000168;CA;14;2;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000169;CA;9;8;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000170;CA;16;1;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000171;CA;14;12;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000172;CA;12;0;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000173;CA;10;7;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000174;CA;3;0;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000175;CA;2;1;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000176;CA;22;13;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000177;CA;20;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000178;CA;27;5;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000179;CA;14;5;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000180;CA;4;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000181;CA;24;6;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000182;CA;5;2;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000183;CA;15;3;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000184;CA;11;3;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000185;CA;7;5;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000186;CA;29;13;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000187;CA;25;2;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000188;CA;2;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000189;CA;21;7;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000190;CA;15;6;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000191;CA;30;22;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000192;CA;3;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000193;CA;27;13;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000194;CA;8;5;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000195;CA;12;8;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000196;CA;23;7;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000197;CA;25;24;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000198;CA;7;1;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000199;CA;29;15;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000200;CA;4;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000201;CA;5;0;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000202;CA;26;13;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000203;CA;28;12;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000204;CA;17;15;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000205;CA;29;13;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000206;CA;2;0;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000207;CA;28;4;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000208;CA;24;8;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000209;CA;25;12;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000210;CA;23;17;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000211;CA;22;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000212;CA;9;0;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000213;CA;18;12;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000214;CA;12;2;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000215;CA;27;25;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000216;CA;13;10;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000217;CA;7;6;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000218;CA;13;2;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000219;CA;8;7;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000220;CA;23;19;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000221;CA;8;0;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000222;CA;17;8;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000223;CA;14;12;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000224;CA;10;4;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000225;CA;19;15;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000226;CA;16;8;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000227;CA;28;20;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000228;CA;24;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000229;CA;2;1;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000230;CA;7;5;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000231;CA;8;3;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000232;CA;29;23;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000233;CA;12;4;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_BRANCH_RECORDS
27000234;CA;5;2;SUDMILK;;;;ITEM_BRANCH_RECORDS
27000235;CA;18;10;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_BRANCH_RECORDS
27000236;CA;7;3;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_BRANCH_RECORDS
27000237;CA;24;14;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_BRANCH_RECORDS
27000238;CA;2;0;ARMES COM;;;;ITEM_BRANCH_RECORDS
27000239;CA;16;15;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_BRANCH_RECORDS
27000240;CA;22;16;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_BRANCH_RECORDS
27000241;CS;23;23;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27000242;CS;18;18;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000243;CS;25;25;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27000244;CS;28;28;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000245;CS;18;18;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27000246;CS;30;30;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000247;CS;8;8;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000248;CS;6;6;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000249;CS;6;6;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27000250;CS;5;5;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27000251;CS;22;22;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27000252;CS;4;4;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27000253;CS;15;15;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27000254;CS;5;5;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27000255;CS;29;29;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000256;CS;26;26;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27000257;CS;20;20;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000258;CS;27;27;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27000259;CS;17;17;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000260;CS;11;11;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000261;CS;12;12;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000262;CS;16;16;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27000263;CS;18;18;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27000264;CS;10;10;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27000265;CS;28;28;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27000266;CS;19;19;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27000267;CS;30;30;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27000268;CS;11;11;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000269;CS;23;23;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27000270;CS;6;6;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000271;CS;17;17;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27000272;CS;19;19;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000273;CS;21;21;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000274;CS;6;6;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000275;CS;8;8;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27000276;CS;1;1;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27000277;CS;5;5;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27000278;CS;22;22;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27000279;CS;15;15;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27000280;CS;4;4;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27000281;CS;29;29;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000282;CS;30;30;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27000283;CS;8;8;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000284;CS;16;16;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27000285;CS;12;12;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000286;CS;7;7;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000287;CS;10;10;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000288;CS;4;4;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27000289;CS;23;23;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27000290;CS;7;7;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27000291;CS;17;17;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27000292;CS;9;9;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27000293;CS;30;30;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27000294;CS;4;4;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000295;CS;5;5;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27000296;CS;19;19;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000297;CS;11;11;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27000298;CS;26;26;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000299;CS;3;3;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000300;CS;9;9;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000301;CS;5;5;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27000302;CS;8;8;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27000303;CS;16;16;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27000304;CS;1;1;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27000305;CS;19;19;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
27000306;CS;28;28;MOHAMED AMINE MARAOUI SFAX 2;;;;INACTIVE_CUSTOMER
27000307;CS;13;13;SOCIETE LACTO DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000308;CS;26;26;STE FRERES AYADI DISTRIBUTION NORD OUEST;;;;INACTIVE_CUSTOMER
27000309;CS;15;15;STE GENERAL DE DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000310;CS;26;26;STE NOUR DISTRIBUTION CENTRALE;;;;INACTIVE_CUSTOMER
27000311;CS;4;4;SOCIETE OMNI COMMERCE ET DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000312;CS;19;19;STE LES FRERES MANSOUR DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000313;CS;16;16;SOCIETE ATLAS LAIT DISTRIBUTION;;;;INACTIVE_CUSTOMER
27000314;CS;21;21;STE KARIM BEN SALAH COMMERCE;;;;INACTIVE_CUSTOMER
27000315;CS;18;18;SOCIETE MEDITERRANEE PRODUITS LAITIERS;;;;INACTIVE_CUSTOMER
27000316;CS;5;5;SOCIETE UNION DES GROSSISTES TUNIS;;;;INACTIVE_CUSTOMER
27000317;CS;5;5;STE SALAH HAMROUNI COMMERCE EN GROS;;;;INACTIVE_CUSTOMER
27000318;CS;24;24;STE MOHAMED TRABELSI DISTRIBUTION SUD;;;;INACTIVE_CUSTOMER
